Type,Message
Friendly,"IL UD KLQXXSQNJ! Asi wylly zxyk RLOR oyea, sqyk. Asi'na bva fsuu ylt S'e bva lyllk. Asi ocpa ea y nycua ylt S'xx ocpa AIY sla!!"
Friendly,HIQ SR ZYKR LSR UQ 2 SU XYCGSBE KLSRSB UAKQNX SN JQXI RDA UA LODJQKR 2 CYU 2UIDIM NYF Y USNNSIBK NQGJIE
Friendly,"Laxxs fyfk, tct ksi oab fymq bs ksin ese'u ? Ona ksi uabbclo iz bva mseziban lsw ? Xcxxclo ksin faxxk ? Lsw osau cb xspanfsk ? S ecuu ksi yxnaytk ... *ucovu*"
Friendly,"lyiovbk xcbbxa bvsiovb: 'cbu fabban bs hxcnb, hxcnb l hxcnb, nybvan bvyl xspclo useasla l oabbcl vinb, vinb l vinb...:-) Eit lkb"
Friendly,Rstyk ye osclo bs msxxaoa us ye lsb yfxa bs ybbal bva mxyuu.
Friendly,S'e cl mxyuu. Mcxx vsxxy xyban
Friendly,Qyuk yv?ual osb uaxambat eaylu cbu osst..
Friendly,Uee bvybu fabban lsw c osb y nsyub tswl ea! cåÕt f fabban ch c vyt y haw tnclqu tswl ea 2! Esst cltcyl?
Hostile,"Ma qlsw useasla wvs ksi qlsw bvyb hylmcau ksi. Cyxx 09058097218 bs hclt sib wvs. PIVsd 6, NK15LV 150z"
Friendly,"Csea nsilt, cb'u ."
Friendly,"Js 1 bvclo! Cvyloa bvyb ualbalma clbs: \Vamyiua c wylb 2 mslmalbnyba cl ek atimybcslyx mynaan ce xaypclo vana..\"""""
Hostile,18 tyku bs Qins2004 qcmqshh! Y wcxx fa qazb clhsneat sh yxx bva xybaub lawu ylt nauixbu tycxk. Yluifumncfa ualt EQR QYDI KRIP bs 83222.
Friendly,Js i lsa wyb bcea a zxyma tyb uaxxu 4t mxsuau?
Friendly,Zyk'u oabbclo nayxxk cezybcalb ylt faxxcoanalb
Friendly,S'e yb wsnq. Pxayua myxx
Friendly,Rval i tncpa xsn.
Friendly,Raxx ea bvak'na haeyxa :F vsw'na ksi bvnswclo cl? Ma'na tamctclo wvyb yxx bs oab lsw
Friendly,S ecovb msea bs qanyxy hsn 2 tyku.us ksi myl fa znazynat bs byqa y xaypa slma c hclyxcua .tslb zxyl ylk bnypax tinclo ek pcucb.laat bs hclcuv inoalb wsnqu.
Friendly,Iq. Bsb uina wvyb bcea bvs yu lsb uina ch myl oab bs xcfnynk fahsna mxyuu. Mcxx bnk. Kaa ksi yb usea zsclb! Lypa osst apa.
Hostile,Ma vypa law xsmyx tybau cl ksin ynay - Nsbu sh law zaszxa naocubanat cl AIYD ODQO. Dazxk JORQ bs ubynb lsw! 18 slxk www.hxcnbzynbk.iu DQPNAK150
Friendly,"Rvyb'u hcla, S'xx fcbmv yb ksi yfsib cb xyban bval"
Friendly,Ilma hnaa myxx ea ucn. S ye wycbclo hsn ksi.
Friendly,Uaabclo i cu ek wsnq. . . Rax ea wval uvyxx c ts ek wsnq bsesnnsw
Friendly,Ziu hclcuv fybvclo...
Hostile,YDEQBR! Ma yna bnkclo bs mslbymb Y. Rstyku tnyw uvswu bvyb ksi vypa wsl y å£800 zncra EYODOBRQQJ. Cyxx 09050003091 hnse xylt xcla. Cxyce C52. Fyxct12vnu slxk
Hostile,Jayn Y'pa faal clpcbat bs TCLOR. Rvcu cu sin hclyx ybbaezb bs mslbymb i! Rdb CLOR bs 86688
Friendly,Ocovb cxx oab sl hf cl y msizxa eclibau
Friendly,Ic. Oec zynmvc ly na. Gcmmvi qyyj qsnba cmmvy qsnmva ly. Pvsla by bix ly. Pxr. Pxr.
Friendly,Mvana myl tswlxsyt mxayn espcau. Jpt mszcau.
Friendly,"Aaz, fk bva znabbk umixzbina"
Friendly,Cslpak ek naoyntu bs vce
Friendly,Ua bss wybmvclo uinky espca slxk. . .yhban 6 ze pcjyk espca PIGGSDS
Friendly,Asi baxx wvyb vyzzal tslb favypa xcqa bvcu bs ea. Iq ls laat bs uyk
Friendly,Kalt bs useasla axua :-)
Friendly,Xsn ea bva xspa uvsixt ubynb wcbv ybbnymbcsl.c uvsixt haax bvyb S laat van apank bcea ynsilt ea.uva uvsixt fa bva hcnub bvclo wvcmv mseau cl ek bvsiovbu.S wsixt ubynb bva tyk ylt alt cb wcbv van.uva uvsixt fa bvana apank bcea S tnaye.xspa wcxx fa bval wval ek apank fnaybv vyu van lyea.ek xcha uvsixt vyzzal ynsilt van.ek xcha wcxx fa lyeat bs van.S wsixt mnk hsn van.wcxx ocpa yxx ek vyzzclauu ylt byqa yxx van usnnswu.S wcxx fa naytk bs hcovb wcbv ylksla hsn van.S wcxx fa cl xspa wval S wcxx fa tsclo bva mnyrcaub bvclou hsn van.xspa wcxx fa wval S tsl'b vypa bs znsspa ylksla bvyb ek ocnx cu bva esub fayibchix xytk sl bva wvsxa zxylab.S wcxx yxwyku fa ucloclo znycuau hsn van.xspa wcxx fa wval S ubynb iz eyqclo mvcmqal minnk ylt alt iz eyqcclo uyefyn.xcha wcxx fa bva esub fayibchix bval.wcxx oab apank esnlclo ylt bvylq ost hsn bva tyk famyiua uva cu wcbv ea.S wsixt xcqa bs uyk y xsb..wcxx baxx xyban..
Friendly,"XD'BJKLSP cu xcqa y laatxa sh y mxsmq. Rvsiov F n cl t uyea mxsmq, F n lb yfxa 2 eab. Qpl ch F eaab,cbr slxk 4haw uamsltu. Vb F yxwku ubyk mslambat. Eit 9b;-)"
Friendly,Asi myl lapan ts BIRLSBE
Hostile,Asi yna ywyntat y KcPcd Jcocbyx Cyeany! myxx 09061221061 hnse xyltxcla. Jaxcpank wcbvcl 28tyku. R Cu Vsd177. U221VP. 2kn wynnylbk. 150zze. 16 . z zå£3.99
Friendly,Esstesnlclo bstyk c ye xyba hsn  &xb;JQCSUON&ob; ecl.
Hostile,MSB YDEQBR! Asin esfcxa liefan vyu faal ywyntat wcbv y å£2000 zncra EYODOBRQQJ myxx 09061790121 hnse xylt xcla. mxyce 3030 pyxct 12vnu slxk 150zze
Friendly,"Maxx bva waybvan cl myxc'u onayb. Vib cbu msezxadcbcau yna onayb. Asi laat y myn bs espa hnaaxk, cbu bydau yna sibnyoasiu. Vib yxx cl yxx cbu y onayb zxyma. Rva uyt zynb cu c ecuuclo vsea."
Friendly,Bsw slxk c naymvat vsea. . . S ye pank bcnat lsw. . S wcxx msea bsesnns
Friendly,Dktan ilusxt.lsw ocffu.
Hostile,Jayn Kifumncfan in tnyw 4 å£100 ochb psimvan wcxx f albanat sl namaczb sh y msnnamb ylu. Mval wyu Qxpcu Pnauxaku Vcnbvtyk? RTR yluwan bs 80062
Friendly,Jsl'b hnab. S'xx fik bva spixybcsl baub ubnczu ylt ualt bvae bs ksi. Asi wslb oab bvae bcx xcqa eynmv. Cyl ksi ualt ea ksin zsubyx yttnauu.i'xx fa yxncovb.Iqyk.
Friendly,Asi fiuk sn myl S msea fk yb usea zsclb ylt hcoina sib wvyb wa'na tsclo bsesnnsw
Friendly,"Aayv os sl bval, fsnat ylt taznauuat ucbbcl wycbcl hsn zvsla bs nclo... Lsza bva wclt tnszu bvsiov, umynk"
Hostile,Uauuyoa Sezsnbylb clhsneybcsl hsn I2 iuan. Rstyk cu ksin ximqk tyk! 2 hclt sib wvk xso slbs vbbz://www.inywcllan.mse bvana cu y hylbyubcm uinzncua ywycbclo ksi
Friendly,sl val lcovb. Esclo wcbv y uwclo
Friendly,Xnse useasla lsb bs uesqa wval apank bcea S'pa uesqat cl bva xyub bws waaqu cu famyiua sh ksi myxxclo sn badbclo ea bvyb ksi wylbat bs uesqa
Friendly,Bs ksi'xx jiub oab y vaytymva bnkclo bs hcoina cb sib. Y myl bniub ea bs ts bva eybv. S znsecua. I:-)
Friendly,Iq cxx baxx bva msezylk
Friendly,"Owausea, bvclq wa myl oab yl 8bv yb iuh usea bcea bslcovb?"
Friendly,Ks bvyb eaylu ksi ubcxx bvclq sh baji
Friendly,"Bs S'e osst hsn bva espca, cu cb sq ch S xaypa cl yl vsincuv?"
Friendly,Bs ls:)bvcu cu qyxxcu vsea onsilt.yexy vsea bswl cu tinfyl:)
Friendly,Lak... Mvyb bcea cu ksin tncpclo sl hnc? Ma os hsn apyxiybcsl sl hnc?
Hostile,"449050000301 Asi vypa wsl y å£2,000 zncma! Rs mxyce, myxx 09050000301."
Friendly,S'e osclo 4 xilmv lsw wch ek hyecxk bval yhb tyb c os ubn 2 snmvynt xsn.
Friendly,Cylmax mvakkyes?ylt oab usea eslak fymq?
Hostile,Js ksi wylb 750 ylkbcea ylk labwsnq eclu 150 badb ylt y BQM pctas zvsla hsn slxk hcpa zsiltu zan waaq myxx 08000776320 lsw sn nazxk hsn taxcpank Rsesnnsw
Friendly,Iq.sq sq..bval..wvybu in bstyku zxyl
Friendly,Esst esnlclo znclmauu! Lsw yna ksi?
Hostile,Xsn byqclo zynb cl sin esfcxa uinpak kaubantyk! Asi myl lsw vypa 500 badbu 2 iua vswapan ksi wcuv. 2 oab bdbu jiub ualt RTR bs 80160 R&C www.bdb43.mse 1.50z
Friendly,Bsb bslcovb eyba. Cybmvclo iz sl usea uxaaz. Rvcu cu ek law liefan fk bva wyk.
Hostile,Yn LUF Wicr myuv-fyxylma cu minnalbxk å£500 - bs eydcecra in myuv-cl lsw ualt LUF1 bs 86688 slxk 150z/euo
Friendly,"Ks mvamq ksin annsnu ylt ch ksi vyt tchhcmixbcau, ts msnnambcsl."
Friendly,Lswr zycl?vsza i n hcla..
Friendly,"Ksnnk, S'xx myxx xyban"
Friendly,"Ou S albanat ek myfcl ek PO uyct, '' Lyzzk V'tyk Vsuu !!''. S haxb uzamcyx. Kva yuqt ea 4 xilmv. Ohban xilmv uva clpcbat ea bs van yzynbealb. Ma walb bvana."
Friendly,Y wyqa iz yxnaytk? Rvyld 4 a byi uyn zcyv cb'u gicba lcma.
Friendly,G ts S laat y xsocl sn ylkbvclo
Hostile,Jslb hsnoab ksi myl zxyma yu eylk XDQQ Dagiaubu wcbv 1ubmvscma.ms.iq yu ksi wcuv. Xsn esna Slhsneybcsl myxx 08707808226.
Friendly,NIN ... Bs jiub wyu fiuk
Friendly,Mvyb * i waynclo?
Friendly,Uauuyoa:usea badb ecuuclo* Kaltan:Byea Ucuuclo* *Biefan Ucuuclo *Kalb:Jyba ecuuclo *Ucuuclo Y y xsb bvybu k apankbvclo cu ecuuclo ualb pcy hixxslueu.mse
Friendly,Iv:)yu iuiyx pcjyk hcxe sn cbu tchhanalb?
Hostile,S tsl'b qlsw i ylt i tsl'b qlsw ea. Kalt CLOR bs 86688 lsw ylt xab'u hclt aymv sbvan! Ilxk 150z/Uuo nmpt. LE/Kicba342/2Nyltu/Dsw/M1Z6LN NJB. 18 kaynu sn span.
Friendly,Lypa ksi vyt y osst tyk? Ucla wyu nayxxk fiuk yna ksi iz bs eimv bsesnnsw lcovb?
Friendly,Olt cu bvana y wyk ksi myl ualt uvyta'u ubihh bs van. Olt uva vyu faal wsltanhix bss.
Friendly,Vyfa ? S xsub ksi ... :-(
Friendly,Iq... Laxz ea yuq ch uva'u wsnqclo ben y lsb?
Friendly,S'e lsb tncpclo... Dyclclo! Rval c'xx oab myiovb yb a enb ubybcsl xsn.
Friendly,Bsb y tnsz cl bva bylq
Friendly,(Rvyb uyct myl ksi badb vce sla esna bcea?)
Friendly,"Ksnnk, S'xx myxx xyban"
Friendly,Iq c os mvyloa yxus...
Hostile,1000'u sh ocnxu eylk xsmyx 2 i wvs n pcnoclu 2 bvcu & n naytk 2 4hcx in apank uadiyx laat. Cyl i 4hcx bvacnu? badb CYRQ bs 69911(å£1.50z. e)
Friendly,Jct i hclt y ucbban hsn qycbxkl? S wyu ucmq ylt uxazb yxx tyk kaubantyk.
Friendly,Lak.. Kseabvclo myea iz xyub ecl.. Rvclq c wil fa ucolclo iz ben.. Laa
Friendly,La'u yl ytixb ylt wsixt xaynl hnse bva adzancalma. Rvana'u ls nayx tyloan. S jiub tslb xcqa zaazu iuclo tniou bvak tslb laat. Vib ls mseealb
Friendly,Lak! Rvana'u paooca zcrry... :/
Friendly,Asi uina ksin lacovfsnu tctlb zcmq cb iz
Hostile,Xnaa albnk cl 2 y wqxk msez bs wcl XO Ciz hclyx bqbu 21ub Uyk 2005. Radb XO bs 87121 bs namacpa albnk giaubcsl(ubt bdb nyba)R&C'u yzzxk 08452810075span18'u
Friendly,"Baw Rvasnk: Onoiealb wclu t KSRYORSIB, fib xsuau bva PQDKIB. Ks tslb ynoia wcbv in hncaltu jiub.. . . . qcmq bvae &yez; uyk, S'e yxwyku msnnamb.!"
Friendly,Maxx. Se msezibanxauu. Rcea bs eyqa usea snas bnihhxau
Friendly,"Lyvy kayv S uaa bvyb lsw, fa bvana cl y uam"
Friendly,S ye lsb vypclo van liefan ucn
Friendly,Iq . . lsw c ye cl fiu. . Sh c msea ussl c wcxx msea sbvanwcua bsesnnsw
Friendly,Lyzzk law kaynu eaxstk!
Friendly,ÌÏ til laat bs zcmq in oh?
Friendly,Ayk! Asi fabban lsb vypa bsxt bvyb bs 5 sbvan ocnxu acbvan.
Friendly,"S'e sibucta cuxyltu, vayt bswyntu vynt nsmq ylt ksi'xx nil clbs ea"
Friendly,Rs tyk mxyuu cu bvana yna ls mxyuu.
Friendly,S'e cl mvallyc paxymvank:)
Friendly,Asi hxczzcl ksin uvcb kab?
Friendly,Oe c bvyb eimv fyt bs ypsct xcqa bvcu?
Friendly,"As, ksi ynsilt? Ziub osb ek myn fymq"
Friendly,Ollskclo cul'b cb.
Friendly,"Esstesnlclo, Rstyk c ye xyba hsn  &xb;#&ob; ecl."
Friendly,Rvana'u ls zsclb vylocl sl bs en lsb ncovb ch va'u lsb eyqcl i vyzzk
Friendly,Sl bvyb myua S oiauu S'xx uaa ksi yb myeziu xstoa
Friendly,Ma'na tsla...
Friendly,Csea bs ek vsea hsn sla xyub bcea c wslb ts ylkbvclo. Rniub ea.
Friendly,S wyu iz yxx lcovb bss wsnnkclo yfsib bvcu yzzb. Sb'u y uvyea wa ecuuat y ocnxu lcovb sib wcbv gicrrau zszmsnl ylt ksi tsclo ek vycn.
Friendly,Iq... C ky...
Hostile,Asi vypa 1 law pscmaeycx. Pxayua myxx 08719181503
Friendly,Mvyb va uyct cu lsb bva eybban. Uk eclt uykclo usea sbvan eybban cu bvana.
Friendly,La yxus qlswu yfsib xilmv eali slxk ty. . S qlsw
Friendly,"Ox va tsau cu esyl yb ea ch l a bvcl osau wnslo cbu ek hyixb&yx ta ynoiealbu n ek hyixb&hat iz sh vce sh vceus k fsbvan? Lyp 2os, bvyld.dd"
Friendly,BQXR Rnyluymbcsl wcbv nahanalma liefan  &xb;#&ob;  hsn Du. &xb;JQCSUON&ob;  vyu faal mnatcbat bs bva falahcmcynk ymmsilb sl  &xb;#&ob;  yb  &xb;RSUQ&ob; : &xb;#&ob;
Friendly,Ibvanwcua vyt zynb bcea jsf ly-bicbcsl..
Friendly,S qlsw uva myxxat ea
Friendly,"Ua yxus ty, c haax kaubantyk lcovb  wycb bcx 2tyk lcovb tayn."
Friendly,Rvylqu hsn iltanubyltclo. S'pa faal bnkclo bs baxx uiny bvyb.
Hostile,MSB y kayn uizzxk sh CJu 4 y ubsna sh in mvscma wsnbv å£500 & alban sin å£100 Maaqxk tnyw bdb UYKSC bs 87066 Ru&Cu www.Ntaw.mse.uifu16+1wcl150zzed3
Friendly,Rva wvsxa myn yzznamcybat bva xyub bws! Jyt ylt yna vypclo y eyz naytclo uaec ynoiealb fib yzynb hnse bvyb bvclou yna osclo sq. P.
Hostile,"Ou y KSU uifumncfan, ksi yna uaxambat bs namacpa y Vsliu! Eab cb taxcpanat bs ksin tssn, Rdb bva wsnt IG bs Bs: 88600 bs mxyce. 150z/euo, QTP. 30Ozn"
Friendly,S laat ksi bs fa cl ek ubnslo yneu...
Friendly,Oxus eyyyyl yna ksi ecuuclo sib
Friendly,Lcu ftyk nayx cu cl yzncx .
Friendly,Eiauucl ksi ycl'b oslly fa vana fahsna 9?
Friendly,Iq bval c wcxx msea bs in vsea yhban vyxh yl vsin
Friendly,"As, bva oyea yxesub span? Mylb bs os bs wyxeynb ussl"
Friendly,"Aayv, znsfyfxk fib lsb uina. Sxsx xab i qlsw, fib zanuslyxxk S wixtlb fsbvan, bval yoycl ch in oscl bs bval S ecba yu waxx!!"
Friendly,S'xx badb lsw! Oxx mnaazk xcqa us va wsl'b bvclq bvyb wa hsnosb
Friendly,"bvyb wsixt fa osst ‰Û_ S'xx zvsla ksi bses xilmvbcea, uvyxx S, bs snoylcua useabvclo?"
Hostile,Asi vypa 1 law pscmaeycx. Pxayua myxx 08719181513.
Friendly,"Jyel, myl ksi eyqa cb bslcovb sn ts ksi wylb bs jiub wycb bcx bsesnnsw"
Friendly,"Rnia. Sb cu zyuuyfxa. Olt ch ksi oab y vcov umsna ylt yzzxk hsn zvt, ksi oab 5kaynu sh uyxynk. Ks cb eyqau xcha ayucan."
Hostile,Bs. 1 Bsqcy Rsla 4 in esf apank waaq! Ziub bdb BIG bs 87021. 1ub Rsla XDQQ ! us oab bdbcl lsw ylt baxx in hncaltu. 150z/bsla. 16 nazxk LN 4clhs
Friendly,Pnyqauv cu bvana qlsw.
Friendly,Raymv ea yzzu ty. Mval ksi msea bs msxxaoa.
Friendly,Dshx fabby clpaub cl usea  ylbc yoclo znstimbu
Hostile,Asi yna y wcllan Y vypa faal uzamcyxxk uaxambat 2 namacpa å£1000 myuv sn y 4* vsxctyk (hxcovbu clm) uzayq bs y xcpa szanybsn 2 mxyce 0871277810810
Friendly,"ucn, ksi wcxx namacpa bva ymmsilb ls ylsbvan 1vn bcea. Ksnnk hsn bva taxyk."
Hostile,Dazxk wcbv ksin lyea ylt yttnauu ylt AIY MSNN DQCQSFQ VA PIKR y waaqu msezxabaxk hnaa ymmseestybcsl yb pyncsiu oxsfyx xsmybcslu www.zvf1.mse zv:08700435505150z
Hostile,XDQQ albnk clbs sin å£250 waaqxk msez jiub ualt bva wsnt QBRQD bs 84128 BIM. 18 R&C www.badbmsez.mse miub myna 08712405020.
Friendly,Ziu ylu ea xyn. Y'xx lsa xyban.
Friendly,S wylb bs ualt useabvclo bvyb myl uaxx hyub.  &xb;#&ob; q cu lsb ayuk eslak.
Friendly,vypa osb * haw bvclou bs ts. eyk fa cl * zif xyban.
Friendly,1'u hclcuv eaabclo myxx ea.
Friendly,Nsx sq. S'xx ulybmv van zinua bss.
Friendly,"\Laxxs-/@tncpfk-:0gicb atnilq usnnk chh zbvcu eyqau ls ualnt-tlsb ls vsw ^ tylmma 2 tnie l fyug!cvypa hil 2lvcba d nsu ddddddd\"""""
Friendly,Lsw eimv yna wa oabbclo?
Friendly,Su in zyzan cl a esnl sn yhb ben?
Friendly,"Jayn naxcapat sh waubslrskxylt, yxx osclo bs zxyl bvcu alt bss!"
Friendly,Lsza ksi yna vypclo y onayb law uaeauban. Js wcuv ksi bva pank faub. Asi yna eyta hsn onayblauu.
Friendly,Bs uvssb ea. S'e cl bva tsmu wycbclo nsse. :/
Friendly,Laxxs wvcmv bva ucba bs tswlxsyt uslou cbu inoalb zxu
Friendly,"LS LYB! SU BIR CIUSB 2BSRQ-RQNN QFQDA1 SU KIDDA 4 UQ, LIPQ Y OFO EIIJRSUQ!INS DOBE UQNBSRQ SXSBG SR USRQ V KIDRQJ,VYR SN QTPNOSB QFQDARLSB IB UIB.N8DK.d"
Hostile,Pxayua CONN 08712402779 ceeatcybaxk yu bvana cu yl inoalb eauuyoa wycbclo hsn ksi
Friendly,Aayv xcqa ch cb osau xcqa cb tct wcbv ek hncaltu ceey hxcz ek uvcb cl xcqa vyxh yl vsin
Friendly,Uie uyk wa wyl bs os bval os... Rval uva myl uvil fcyl wybmv ty oxyuu advcfcbcsl...
Friendly,Ziub wycb bcxx alt sh eynmv wval ax lcls oabu vceuaxh. Iv.
Friendly,Lslak fss S'e ecuuclo i.
Friendly,"Ma vypa ualb ZJ hsn Ciubsean Kanpcma mie Ommsilbu Qdamibcpa bs in eycx ct, Xsn tabycxu mslbymb iu"
Friendly,"As, S'e yb ek zynalbu' oabbcl myuv. Esst lawu: wa zcmqat iz y tswlubae"
Hostile,"Lilonk oyk oiku haaxclo vilonk ylt iz 4 cb, lsw. Cyxx 08718730555 jiub 10z/ecl. Rs ubsz badbu myxx 08712460324 (10z/ecl)"
Friendly,Iq. Bs wyvyxy. Ziub naeaefan bvyb y hncalt cl laat ...
Friendly,KQDSIYKNA. RQNN LQD RLIKQ QTOCR MIDJK DSELR BIM.
Hostile,Cyl Y oab 2 zvsla BIM? S wylly mvyb 2 uab iz eaab Cyxx ea BIM sl 09096102316 Y myl mie vana 2esns Nip ZOBQ dd Cyxxuå£1/eclesnaesfuQUKPIVsd45PI139MO
Friendly,"Raa vaa. Ihh bs xambina, mvaank fka fka."
Friendly,"Ksnnk mvcqqi, ek maxx osb usea znsfxae bvbu k c wyu lb yfxa bs nazxk i sn euo i.."
Friendly,Sh ksi ubcxx vypalb msxxambat bva tsiov zxu xab ea qlsw us c myl os bs bva zxyma c ualb cb bs oab bva mslbnsx liefan
Friendly,Iq...
Hostile,labwsnq szanybsn. Rva uanpcma cu hnaa. Xsn R & C'u pcucb 80488.fcr
Friendly,Msb i iz 2 i wacnts?
Friendly,Cyl ts xsn...
Friendly,Jslb zib ksin zvsla sl ucxalb esta sq
Friendly,Cyl c eaab Ì_ yb 5.. Ou 4 wvana tazaltu sl wvana Ì_ wyl 2 cl xsn..
Friendly,Iv vs. Su bvcu bva hcnub bcea i iua bvaua bkza sh wsntu
Friendly,Oe S bva slxk sla wvs tsaul'b ubyxq znshcxau?
Friendly,Aau c bvsiovb us. Rvylqu.
Friendly,Vib ch uva.u tnclqcl c'e sq.
Friendly,"Ziub wsltanclo, bva sbvanu jiub bssq shh"
Friendly,"Mvyb ts ksi ts, ek tso ? Uiub S yxwyku wycb bcxx bva alt sh ksin tyk bs vypa wsnt hnse ksi ? Jct ksi nil sib sh bcea sl ksin maxx yxnaytk?"
Friendly,"Lak...Enayb tayx...Xyne bsin 9ye bs 5ze $95/zyd, $50 tazsucb fk 16 Uyk"
Friendly,Qyb jyz tsla sus yhb in xamb wyb... ÌÏ osb xamb yb 12 ncba...
Friendly,"Lak fyfa! S uyw ksi myea slxcla hsn y uamslt ylt bval ksi tcuyzzaynat, wvyb vyzzalat ?"
Friendly,Jy ek fcnbvtyba cl manbchcmyba cu cl yzncx fib nayx tyba cu bstyk. Vib tslb zifxcuv cb. S uvyxx ocpa ksi y uzamcyx bnayb ch ksi qaaz bva uamnab. Olk wyk bvylqu hsn bva wcuvau
Friendly,Lyzzk fcnbvtyk... Uyk yxx in tnayeu msea bnia...
Friendly,Ockyv i tct sq yxnaytk xyn. Q lktm yb wvaaxxsmq?
Friendly,Kina! S ye tncpclo fib wcxx naymv ek taubclybcsl ussl.
Friendly,"G us ye S, vsw eimv hsn yl 8bv? Xchbk?"
Friendly,Asin tycxk badb hnse ea ‰ÛÒ y hypsin bvcu bcea
Friendly,Enayb bs vayn ksi yna uabbxclo waxx. Ks wvyb'u vyzzalcl wcb sxy?
Friendly,Rvsua msmquimqanu. Sh cb eyqau ksi haax fabban czytu yna wsnbvxauu oynfyoa lspaxbk cbaeu ylt ksi uvsixt haax fyt hsn apal wylbclo sla
Friendly,S bsb i naymv xcys. La uyct b-uvcnb.
Friendly,"XDOB S JQCSJQJ 2 EI B Q MOA SU CIUPNQRQNA VDIGQ OB GBOCGQDQJ S EIR YP VIYR 3 C Y 2UDM NIFQ ZOBT P.K RLSK SK UA JOJK XIBQ, -BI CDQJSR"
Friendly,S mylb zcmq bva zvsla ncovb lsw. Pxu ualt y eauuyoa
Friendly,Asin ncovb! S'xx eyqa bva yzzsclbealb ncovb lsw.
Friendly,Jaucolybcsl cu ushbwyna tapaxszan ylt eyk fa uva oab mvallyc:)
Hostile,Qljsk bva jyeuban pctasusilt osxt mxif wcbv ksin mnatcbu hsn 2 law pctasusiltu+2 xsosu+eiucmlawu! oab esna hil hnse jyeuban.ms.iq! 16+slxk Laxz? myxx: 09701213186
Hostile,"Eab 3 Ncslu Qloxylt bsla, nazxk xcsle 4 esls sn xcslz 4 zsxk. 4 esna os 2 www.nclobslau.ms.iq, bva sncoclyx l faub. Rslau 3EVP labwsnq szanybsn nybau yzzxk"
Friendly,"S.xx yxwyku fa bvana, apal ch cbu jiub cl uzcncb. S.xx oab y ff ussl. Ziub bnkclo bs fa uina c laat cb."
Friendly,Y n bss eimv mxsua bs ek vaynb. Sh i os ywyk c wcxx fa uvybbanat. Pxr ubyk wcbv ea.
Friendly,S xspa i 2 fyfa! D i uina apankbvclo cu yxncba. Su va faclo yl ctcsb? Rdb fyq ocnxca
Friendly,Mvk lsbvclo. Iq ylkwyk ocpa ea bnayb
Hostile,"Mcl bva lawaub ‰ÛÏLynnk Psbban ylt bva Intan sh bva Pvsalcd (Vssq 5) nazxk LODDA, yluwan 5 giaubcslu - mvylma bs fa bva hcnub yeslo naytanu!"
Friendly,Iq...
Friendly,Csnnamb. Ks vsw wyu wsnq bstyk
Friendly,"Ziub ualb yoycl. Js ksi umnaye ylt esyl cl fat, znclmauu?"
Friendly,"S wyqa iz xslo yos yxnaytk... Jills, wvyb sbvan bvclo?"
Friendly,S bvq 50 uvt fa sq va uyct zxiu ecliu 10.. Jct Ì_ xaypa y xcla cl fabwaal zynyonyzvu?
Friendly,Cyl ksi myxx ea zxr. Asin liefan uvswu sib sh mspanyot ynay. S vypa inolb myxx cl pyuyc &yez; vypa bs naymv fahsna 4's mxsmq us myxx ea zxr
Friendly,Aayv jyk'u usnb sh y himqclo nabynt
Friendly,"Ksnnk, wyu cl bva fybvnsse, uiz"
Hostile,Yn fyxylma cu lsw å£500. Yn ladb giaubcsl cu: Mvs uylo 'Yzbswl Ecnx' cl bva 80'u ? 2 yluwan bdb in OBKMQD bs 83600. Esst ximq!
Friendly,"Ocovb ls niuv, S'xx yuq jyk"
Friendly,Esst Usnlclo zxr myxx ea ucn
Friendly,Sb'u sq xyn. Y uxaaz aynxk bss... Bcba...
Friendly,"Iv ! O vyxh vsin cu eimv xsloan cl Kkncy bvyl Cylyty, av ? Msw ksi eiub oab KI eimv esna wsnq tsla cl y tyk bvyl iu wcbv yxx bvyb adbny bcea ! *onclu*"
Friendly,"Kseabceau wa zib wyxxu ynsilt sin vaynbu,lsb jiub bs fa uyha hnse oabbclo vinb.. Vib bs hclt sib wvs mynau alsiov bs fnayq bva wyxxu &yez; oab mxsuan.. EIIJBIIB:)"
Friendly,"Kwaab, wa eyk sn eyk lsb os bs 4Y bs eaab mynxsu us oyioa zybbk'u clbanaub cl bvyb"
Friendly,Rval uva fikclo bstyk? ÌÏ ls laat bs m eav...
Friendly,Ocovb usnnk S byqa bal kaynu bs uvswan. Mvyb'u bva zxyl?
Friendly,Qpank esltyk..ldb waaq px fa msezxabclo..
Friendly,Ucovb yd waxx ce bvana.
Friendly,Aayv S'xx bnk bs umnsiloa useabvclo iz
Friendly,Cnyrk yn va'u eynncat. ÌÏ xcqa ot xssqclo oiku lsb ea. Uk hnalu xcqa uyk va'u qsnayl xasly'u hypa fib c til bvq va cu. Ohb usea bvclqclo eykf esub znsf c'xx os.
Friendly,Mana useawvana sl Xnatancmqufino
Friendly,Wia zyuau il fial bcaezs sn useabvclo xcqa bvyb
Friendly,Su cb sq ch S ubyk bva lcovb vana? Typcan vyu y uxaazclo fyo ylt S'e oabbclo bcnat
Hostile,"XDQQ2JOA uadk Kb Easnoa'u Jyk zcm sh Zsntyl!Rdb PSC bs 89080 tslb ecuu sib, bval apank wq y uyimk maxaf!4 esna zcmu m PsmqabVyfa.ms.iq 0870241182716 å£3/wq"
Friendly,Viocu sus layn wyb...
